Division,Section,Department,GRP_REM,PARTYNAME,Category 1,Category 2,Category 3,Category 4,Category 5,Category 6,DESC1,DESC2,DESC3,MRP,RATE,ICODE,GENERATED,STOCKINDATE
Winter Garments,Winterwear Boys,Pullovers [WB],Boys,Sri Ram Dev Industries. (5038) : SS00130,H WBP,ACCEPT,,NA,"18-22""",OLD AGE,,,,550,316.8,M185406,2013-11-16 11:27:00,2013-11-18 00:00:00
Winter Garments,Winterwear Ladies,Winter Tops [WL],Western,Poddar Enterprises. (0139) : SP00059,H WLT,MB,,NA,F/S,OLD AGE,,,,595,380,M339433,2014-11-10 10:05:26,2014-11-10 00:00:00
Winter Garments,Winterwear Mens,Pullovers [WM],T Shirts,G D Knitwears(61G-0046) : SG00066,H WMP,MB,H NECK,NA,F FREE,OLD AGE,,,,195,117.299,M333033,2014-09-15 12:07:14,2014-09-30 00:00:00
Winter Garments,Winterwear Ladies,Winter Tops [WL],Western,Poddar Enterprises. (0139) : SP00059,H WLT,MB,,NA,F/S,OLD AGE,,,,395,260,M339436,2014-11-10 10:07:59,2014-11-10 00:00:00
Winter Garments,Winterwear Ladies,Winter Tops [WL],Western,Poddar Enterprises. (0139) : SP00059,H WLT,MB,,NA,S/L,OLD AGE,,,,395,240,M339439,2014-11-10 10:09:50,2014-11-10 00:00:00
Winter Garments,Winterwear Mens,Woolen Accessories,Acc 1,Kuldip Oswal Hosiery Mills Pvt. Ltd. (5024) : SK00029,H CAP,BORGOFORTE,MENS,NA,NA,OLD AGE,,,,99,53.292,M339441,2014-11-10 10:19:28,2014-11-11 00:00:00
Winter Garments,Winterwear Mens,Woolen Accessories,Acc 1,Kuldip Oswal Hosiery Mills Pvt. Ltd. (5024) : SK00029,H CAP,BORGOFORTE,MENS,NA,NA,OLD AGE,,,,110,61.018,M339444,2014-11-10 10:20:12,2014-11-11 00:00:00
Winter Garments,Winterwear Mens,Woolen Accessories,Acc 1,Kuldip Oswal Hosiery Mills Pvt. Ltd. (5024) : SK00029,H CAP,BORGOFORTE,MENS,NA,NA,OLD AGE,,,,99,52.321,M339446,2014-11-10 10:21:48,2014-11-11 00:00:00
Winter Garments,Winterwear Ladies,Winter Tops [WL],Western,Poddar Enterprises. (0139) : SP00059,H WLT,MB,,NA,NA,OLD AGE,,,,695,400,M339453,2014-11-10 10:36:06,2014-11-10 00:00:00
Winter Garments,Winterwear Mens,Jackets [WM],Casual,Poddar Enterprises. (0139) : SP00059,H WMJ,SPEED,,NA,F/S,OLD AGE,,,,695,360,M339455,2014-11-10 10:53:54,2014-11-10 00:00:00
Winter Garments,Winterwear Mens,Jackets [WM],Casual,Poddar Enterprises. (0139) : SP00059,H WMJ,SPEED,,NA,F/S,OLD AGE,,,,850,465,M339458,2014-11-10 10:54:24,2014-11-10 00:00:00
Winter Garments,Winterwear Mens,Jackets [WM],Casual,Poddar Enterprises. (0139) : SP00059,H WMJ,SPEED,,NA,F/S,OLD AGE,,,,995,580,M339461,2014-11-10 10:54:40,2014-11-10 00:00:00
Winter Garments,Winterwear Mens,Sweaters [WM],Formal,Bhola Hosiery. (5129) : SB00128,H WMS,MB,V NECK,NA,F/S,OLD AGE,,,,725,402.889,M340291,2014-11-15 09:55:51,2014-11-17 00:00:00
Winter Garments,Winterwear Mens,Sweaters [WM],Formal,Bhola Hosiery. (5129) : SB00128,H WMS,MB,V NECK,NA,F/S,OLD AGE,,,,795,448.806,M340293,2014-11-15 09:56:46,2014-11-17 00:00:00
Winter Garments,Winterwear Mens,Blankets,Acc 2,Sagar Sangam Textile Pvt. Ltd. (0304) : SS00384,H MBC,SS,,NA,BIG,OLD AGE,,,,595,360,M330179,2014-09-02 10:39:12,2014-09-02 00:00:00
Winter Garments,Winterwear Boys,Baba Suits [WB],Boys,Henry Kids. (0074) : SH00083,H WBBS,MB,,NA,"16-20""",OLD AGE,,,,199,127,M465662,2016-11-22 11:18:48,2016-11-24 00:00:00
Winter Garments,Winterwear Mens,Sweaters [WM],Formal,Bhola Hosiery. (5129) : SB00128,H WMS,MB,V NECK,NA,F/S,OLD AGE,,,,795,464.1,M340283,2014-11-15 09:54:07,2014-11-17 00:00:00
Winter Garments,Winterwear Mens,Sweaters [WM],Formal,Bhola Hosiery. (5129) : SB00128,H WMS,MB,V NECK,NA,F/S,OLD AGE,,,,625,346.81,M340285,2014-11-15 09:54:30,2014-11-17 00:00:00
Winter Garments,Winterwear Mens,Sweaters [WM],Formal,Bhola Hosiery. (5129) : SB00128,H WMS,MB,V NECK,NA,F/S,OLD AGE,,,,660,372.296,M340288,2014-11-15 09:55:23,2014-11-17 00:00:00
Winter Garments,Winterwear Mens,Sweaters [WM],Formal,Bhola Hosiery. (5129) : SB00128,H WMS,MB,V NECK,NA,F/S,OLD AGE,,,,660,362.083,M340296,2014-11-15 09:58:05,2014-11-17 00:00:00
Winter Garments,Winterwear Girls,Jackets [WG],Girls,Indra Hosiery Mills. (5147) : SI00013,H WGJ,MB,,NA,F/S,OLD AGE,,,,1250,600.75,M340299,2014-11-15 10:03:54,2014-11-15 00:00:00
Winter Garments,Winterwear Girls,Jackets [WG],Girls,Indra Hosiery Mills. (5147) : SI00013,H WGJ,MB,,NA,F/S,OLD AGE,,,,1050,600.528,M340301,2014-11-15 10:04:18,2014-11-15 00:00:00
Winter Garments,Winterwear Girls,Jackets [WG],Girls,Indra Hosiery Mills. (5147) : SI00013,H WGJ,MB,,NA,F/S,OLD AGE,,,,995,600.528,M340304,2014-11-15 10:04:57,2014-11-15 00:00:00
Winter Garments,Winterwear Girls,Jackets [WG],Girls,Indra Hosiery Mills. (5147) : SI00013,H WGJ,MB,,NA,F/S,OLD AGE,,,,1095,600.536,M340307,2014-11-15 10:05:36,2014-11-15 00:00:00
Winter Garments,Winterwear Girls,Jackets [WG],Girls,Indra Hosiery Mills. (5147) : SI00013,H WGJ,MB,,NA,F/S,OLD AGE,,,,1095,600.75,M340309,2014-11-15 10:05:59,2014-11-15 00:00:00
Winter Garments,Winterwear Girls,Jackets [WG],Girls,Indra Hosiery Mills. (5147) : SI00013,H WGJ,MB,,NA,F/S,OLD AGE,,,,925,600.75,M340312,2014-11-15 10:07:07,2014-11-15 00:00:00
Winter Garments,Winterwear Girls,Jackets [WG],Girls,Indra Hosiery Mills. (5147) : SI00013,H WGJ,MB,,NA,F/S,OLD AGE,,,,1150,600.5,M340315,2014-11-15 10:07:42,2014-11-15 00:00:00
Winter Garments,Winterwear Girls,Jackets [WG],Girls,Indra Hosiery Mills. (5147) : SI00013,H WGJ,MB,,NA,F/S,OLD AGE,,,,795,600.75,M340321,2014-11-15 10:09:47,2014-11-15 00:00:00
Winter Garments,Winterwear Girls,Jackets [WG],Girls,Indra Hosiery Mills. (5147) : SI00013,H WGJ,MB,,NA,F/S,OLD AGE,,,,995,600.583,M340329,2014-11-15 11:05:54,2014-11-15 00:00:00
Winter Garments,Winterwear Girls,Jackets [WG],Girls,Indra Hosiery Mills. (5147) : SI00013,H WGJ,MB,,NA,F/S,OLD AGE,,,,1295,600.25,M340332,2014-11-15 11:07:20,2014-11-15 00:00:00
Winter Garments,Winterwear Ladies,Sweaters [WL],Ethnic,Atam Woollen Mills Pvt Ltd (5169) : SA00104,H WLS,ATAM,CARDIGAN,NA,F/S,OLD AGE,,,,575,339.5,M340335,2014-11-15 11:27:11,2014-11-17 00:00:00
Winter Garments,Winterwear Girls,Sweaters [WG],Girls,Yonex Wears(61Y-0008) : SY00010,H WGS,MB,,NA,NA,OLD AGE,,,,695,426.487,M341034,2014-11-20 16:16:57,2014-11-20 00:00:00
Winter Garments,Winterwear Mens,Track Suits [WM],Sports,Roshan Sports Wear. (5087)xxxxxx : SR00102,H WMT,ROSHAN,PAYJAMA,NA,NA,OLD AGE,,,,325,188.7,M341035,2014-11-20 16:17:29,2014-11-21 00:00:00
Winter Garments,Winterwear Boys,Pullovers [WB],Boys,Vineet International. (5072)xxxx : SV00043,H WBP,SPARK,,NA,"24-28""",OLD AGE,,,,650,368.222,M341038,2014-11-20 16:28:50,2014-11-21 00:00:00
Winter Garments,Winterwear Boys,Pullovers [WB],Boys,Vineet International. (5072)xxxx : SV00043,H WBP,SPARK,,NA,"24-28""",OLD AGE,,,,675,385.556,M341041,2014-11-20 16:29:33,2014-11-21 00:00:00
Winter Garments,Winterwear Boys,Pullovers [WB],Boys,Vineet International. (5072)xxxx : SV00043,H WBP,SPARK,,NA,"24-28""",OLD AGE,,,,650,381.5,M341044,2014-11-20 16:29:54,2014-11-28 00:00:00
Winter Garments,Winterwear Boys,Pullovers [WB],Boys,Vineet International. (5072)xxxx : SV00043,H WBP,SPARK,,NA,"30-34""",OLD AGE,,,,695,420.5,M341047,2014-11-20 16:33:47,2014-11-21 00:00:00
Winter Garments,Winterwear Boys,Pullovers [WB],Boys,Vineet International. (5072)xxxx : SV00043,H WBP,SPARK,,NA,"30-34""",OLD AGE,,,,650,390.111,M341051,2014-11-20 16:34:38,2014-11-21 00:00:00
Winter Garments,Winterwear Mens,Jackets [WM],Casual,Vijayanand Hosiery Factory. (5091)XX : SV00025,H WMJ,MB,,NA,NA,OLD AGE,,,,1995,1173,M341080,2014-11-20 17:15:43,2014-11-20 00:00:00
Winter Garments,Winterwear Boys,Baba Suits [WB],Boys,H R Narrow Fabrics(61H-0009) : SS00152,H WBB,MB,,NA,"22-26""",OLD AGE,,,,375,229.75,M341083,2014-11-20 17:24:54,2014-11-20 00:00:00
Winter Garments,Winterwear Boys,Baba Suits [WB],Boys,H R Narrow Fabrics(61H-0009) : SS00152,H WBB,MB,,NA,"22-26""",OLD AGE,,,,525,320.833,M341085,2014-11-20 17:25:19,2014-11-20 00:00:00
Winter Garments,Winterwear Ladies,Pullovers [WL],Western,Hema Creations. (0073) : SH00030,H WLP,SILKY,HOOD,NA,F/S,OLD AGE,,,,325,195,M341143,2014-11-21 11:52:19,2014-11-21 00:00:00
Winter Garments,Winterwear Boys,Pullovers [WB],Boys,Puja International. (5064) : SP00014,H WBP,HX69,,NA,"32-36""",OLD AGE,,,,450,256.628,M338691,2014-11-05 17:35:39,2014-11-06 00:00:00
Winter Garments,Winterwear Boys,Pullovers [WB],Boys,Puja International. (5064) : SP00014,H WBP,HX69,,NA,"20-24""",OLD AGE,,,,475,265.322,M338693,2014-11-05 17:35:58,2014-11-06 00:00:00
Winter Garments,Winterwear Boys,Pullovers [WB],Boys,Puja International. (5064) : SP00014,H WBP,HX69,,NA,"32-36""",OLD AGE,,,,495,273.989,M338696,2014-11-05 17:36:29,2014-11-06 00:00:00
Winter Garments,Winterwear Boys,Pullovers [WB],Boys,Puja International. (5064) : SP00014,H WBP,HX69,,NA,"20-24""",OLD AGE,,,,525,291.322,M338699,2014-11-05 17:36:59,2014-11-06 00:00:00
Winter Garments,Winterwear Boys,Pullovers [WB],Boys,Puja International. (5064) : SP00014,H WBP,HX69,,NA,"20-24""",OLD AGE,,,,525,296.533,M338702,2014-11-05 17:37:28,2014-11-06 00:00:00
Winter Garments,Winterwear Mens,Pullovers [WM],T Shirts,Kartar Fashions(21K-0055) : SK00079,H WMP,MB,HOOD,NA,F FREE,OLD AGE,,,,845,468,M338570,2014-11-04 15:18:20,2014-11-07 00:00:00
Winter Garments,Winterwear Mens,Pullovers [WM],T Shirts,Kartar Fashions(21K-0055) : SK00079,H WMP,MB,HOOD,NA,F FREE,OLD AGE,,,,895,514,M338573,2014-11-04 15:18:43,2014-11-07 00:00:00
Winter Garments,Winterwear Mens,Pullovers [WM],T Shirts,Kartar Fashions(21K-0055) : SK00079,H WMP,MB,HOOD,NA,F FREE,OLD AGE,,,,895,505,M338576,2014-11-04 15:19:03,2014-11-07 00:00:00
Winter Garments,Winterwear Mens,Pullovers [WM],T Shirts,Kartar Fashions(21K-0055) : SK00079,H WMP,MB,HOOD,NA,F FREE,OLD AGE,,,,795,435,M338580,2014-11-04 15:19:34,2014-11-07 00:00:00
Winter Garments,Winterwear Mens,Pullovers [WM],T Shirts,Midas Knits (P) Ltd. (5028) : SM00106,H WMP,MB,HOOD,NA,F FREE,OLD AGE,,,,745,408.2,M338598,2014-11-04 16:26:22,2014-11-07 00:00:00
Winter Garments,Winterwear Mens,Pullovers [WM],T Shirts,Midas Knits (P) Ltd. (5028) : SM00106,H WMP,MB,HOOD,NA,F FREE,OLD AGE,,,,945,527.847,M338601,2014-11-04 16:27:09,2014-11-07 00:00:00
Winter Garments,Winterwear Mens,Pullovers [WM],T Shirts,Midas Knits (P) Ltd. (5028) : SM00106,H WMP,MB,HOOD,NA,F FREE,OLD AGE,,,,845,454.41,M338603,2014-11-04 16:27:24,2014-11-07 00:00:00
Winter Garments,Winterwear Boys,Jackets [WB],Boys,Dua Garments. (5014) : SD00016,H WBJ,DUA,,NA,"32-36""",OLD AGE,,,,850,473.933,M338611,2014-11-04 16:59:30,2014-12-01 00:00:00
Winter Garments,Winterwear Mens,Track Suits [WM],Sports,Okasa Knitwears. (5073) : SO00010,H WMT,OKASA,,NA,NA,OLD AGE,,,,1150,647.167,M338620,2014-11-05 11:51:47,2014-11-05 00:00:00
Winter Garments,Winterwear Mens,Track Suits [WM],Sports,Okasa Knitwears. (5073) : SO00010,H WMT,OKASA,,NA,NA,OLD AGE,,,,1225,697.667,M338622,2014-11-05 11:52:01,2014-11-05 00:00:00
Winter Garments,Winterwear Boys,Pullovers [WB],Boys,Puja International. (5064) : SP00014,H WBP,HX69,,NA,"32-36""",OLD AGE,,,,395,218.478,M338685,2014-11-05 17:34:38,2014-11-06 00:00:00
Winter Garments,Winterwear Boys,Pullovers [WB],Boys,Puja International. (5064) : SP00014,H WBP,HX69,,NA,"20-24""",OLD AGE,,,,450,247.989,M338688,2014-11-05 17:35:06,2014-11-06 00:00:00
Winter Garments,Winterwear Mens,Woolen Accessories,Acc 1,Kuldip Oswal Hosiery Mills Pvt. Ltd. (5024) : SK00029,H CAP,BORGOFORTE,MENS,NA,NA,OLD AGE,,,,99,57.175,M339449,2014-11-10 10:22:45,2014-11-11 00:00:00
Winter Garments,Winterwear Boys,Pullovers [WB],Boys,Puja International. (5064) : SP00014,H WBP,HX69,,NA,"32-36""",OLD AGE,,,,550,305.2,M338704,2014-11-05 17:37:45,2014-11-06 00:00:00
Winter Garments,Winterwear Boys,Pullovers [WB],Boys,Puja International. (5064) : SP00014,H WBP,HX69,,NA,"20-24""",OLD AGE,,,,550,319.05,M338707,2014-11-05 17:38:19,2014-11-06 00:00:00
Winter Garments,Winterwear Boys,Pullovers [WB],Boys,Puja International. (5064) : SP00014,H WBP,HX69,,NA,"32-36""",OLD AGE,,,,650,371.067,M338713,2014-11-05 17:39:17,2014-11-06 00:00:00
Winter Garments,Winterwear Mens,Jackets [WM],Casual,Vijayanand Hosiery Factory. (5091)XX : SV00025,H WMJ,MB,FANCY,NA,F/S,OLD AGE,,,,1195,683.4,M465020,2016-11-15 12:30:27,2016-11-15 00:00:00
Winter Garments,Winterwear Ladies,Pullovers [WL],Western,Vijay Vallabh Knitting Works. (5089) : SV00037,H WLP,MISS 15,HOOD,NA,F/S,OLD AGE,,,,595,355,M187193,2013-12-05 11:06:00,2013-12-05 00:00:00
Winter Garments,Winterwear Mens,Blankets,Acc 2,Baazar Retail Limited. (JHARKHAND) : SB00161,H WMK,MB,FLORID,NA,DOUBLE,OLD AGE,,,,1895,1039.16,W948261,2016-01-29 18:21:15,2016-02-01 00:00:00
Winter Garments,Winterwear Mens,Blankets,Acc 2,Baazar Retail Limited. (UP) : SB00157,H WMK,MT,IGLOO JASMINE,NA,DOUBLE,OLD AGE,,,,3595,1800,W944453,2016-01-29 18:21:15,2016-02-06 00:00:00
Winter Garments,Winterwear Mens,Blankets,Acc 2,Baazar Retail Limited(33B-0007) : SB00009,H WMK,MB,HONESTY,NA,DOUBLE,OLD AGE,,,,1545,859.88,W948272,2016-01-29 18:21:15,
Winter Garments,Winterwear Mens,Blankets,Acc 2,Baazar Retail Limited(33B-0007) : SB00009,H WMK,MT,NA,NA,DOUBLE,OLD AGE,,,,3495,1790,W944455,2016-01-29 18:21:15,
Winter Garments,Winterwear Mens,Blankets,Acc 2,Baazar Retail Limited(33B-0007) : SB00009,H WMK,MT,NA,NA,SINGLE,OLD AGE,,,,1075,515,W944519,2016-01-29 18:21:15,
Winter Garments,Winterwear Mens,Blankets,Acc 2,Baazar Retail Limited. (BIHAR) : SB00160,H WMK,MB,TULIP,NA,DOUBLE,OLD AGE,,,,2295,1217.61,W948274,2016-01-29 18:21:15,2016-02-02 00:00:00
Winter Garments,Winterwear Mens,Blankets,Acc 2,Baazar Retail Limited. (Odisha) : SB00156,H WMK,MB,PENGUIN,NA,SINGLE,OLD AGE,,,,1295,705.5,W948270,2016-01-29 18:21:15,2016-02-01 00:00:00
Winter Garments,Winterwear Mens,Blankets,Acc 2,Baazar Retail Limited(33B-0007) : SB00009,H WMK,MT,SWISS BERRY,NA,DOUBLE,OLD AGE,,,,1395,670,W954707,2016-01-29 18:21:15,2016-02-01 00:00:00
Winter Garments,Winterwear Mens,Blankets,Acc 2,Baazar Retail Limited(33B-0007) : SB00009,H WMK,MB,NA,NA,NA,OLD AGE,,,,595,300,W943545,2016-01-29 18:21:15,
Winter Garments,Winterwear Mens,Blankets,Acc 2,Baazar Retail Limited(33B-0007) : SB00009,H WMK,MB,HANA,NA,DOUBLE,OLD AGE,,,,2495,1344.6,W948273,2016-01-29 18:21:15,
Winter Garments,Winterwear Mens,Blankets,Acc 2,Baazar Retail Limited. (BIHAR) : SB00160,H WMK,MT,IGLOO JASMINE,NA,DOUBLE,OLD AGE,,,,2450,1325,W944727,2016-01-29 18:21:15,2016-02-02 00:00:00
Winter Garments,Winterwear Mens,Blankets,Acc 2,Baazar Retail Limited(33B-0007) : SB00009,H WMK,MB,NA,NA,DOUBLE,OLD AGE,,,,1545,820,W948589,2016-01-29 18:21:15,
Winter Garments,Winterwear Mens,Blankets,Acc 2,Baazar Retail Limited. (JHARKHAND) : SB00161,H WMK,MB,BABY TRENDY,NA,MEDIUM,OLD AGE,,,,575,310,W945499,2016-01-29 18:21:15,2016-02-01 00:00:00
Winter Garments,Winterwear Mens,Blankets,Acc 2,Baazar Retail Limited(33B-0007) : SB00009,H WMK,MB,MAPPLE,NA,DOUBLE,OLD AGE,,,,1895,1050,W948722,2016-01-29 18:21:15,
Winter Garments,Winterwear Mens,Blankets,Acc 2,Baazar Retail Limited. (BIHAR) : SB00160,H WMK,MB,NA,NA,210*230,OLD AGE,,,,995,595,W948582,2016-01-29 18:21:15,2016-02-02 00:00:00
Winter Garments,Winterwear Mens,Blankets,Acc 2,Baazar Retail Limited. (UP) : SB00157,H WMK,MT,SWISS BERRY,NA,DOUBLE,OLD AGE,,,,1395,710,W944520,2016-01-29 18:21:15,2016-02-06 00:00:00
Winter Garments,Winterwear Mens,Blankets,Acc 2,Baazar Retail Limited. (UP) : SB00157,H WMK,MB,NA,NA,NA,OLD AGE,,,,110,64,W945506,2016-01-29 18:21:15,2016-02-06 00:00:00
Winter Garments,Winterwear Mens,Blankets,Acc 2,Baazar Retail Limited. (UP) : SB00157,H WMK,MT,NA,NA,DOUBLE,OLD AGE,,,,1650,850,W944521,2016-01-29 18:21:15,2016-02-06 00:00:00
Winter Garments,Winterwear Mens,Jackets [WM],Casual,,H WMJ,NORBU,FANCY,NA,F/S,OLD AGE,,,,675,380,M467513,2016-12-06 14:32:30,2016-12-06 00:00:00
Winter Garments,Winterwear Mens,Blankets,Acc 2,Baazar Retail Limited. (UP) : SB00157,H WMK,MB,BABY TRENDY,NA,SMALL,OLD AGE,,,,295,165,W945502,2016-01-29 18:21:15,2016-02-06 00:00:00
Winter Garments,Winterwear Mens,Blankets,Acc 2,Baazar Retail Limited. (UP) : SB00157,H WMK,MB,LOTUS,NA,DOUBLE,OLD AGE,,,,1195,650,W948720,2016-01-29 18:21:15,2016-02-06 00:00:00
Winter Garments,Winterwear Ladies,Pullovers [WL],Western,Converson : SC00008,H WLP,MB,,CONV,NA,AGE,,,,195,246.591,M467517,2016-12-06 14:51:44,2016-12-06 00:00:00
Winter Garments,Winterwear Boys,Baba Suits [WB],Boys,Converson : SC00008,H WBBS,MB,,NA,NA,AGE,,,,99,137.21,M467543,2016-12-06 16:10:51,2016-12-03 00:00:00
Winter Garments,Winterwear Boys,Pullovers [WB],Boys,Converson : SC00008,H WBP,MB,,NA,NA,AGE,,,,99,135.55,M467541,2016-12-06 16:06:56,2016-12-03 00:00:00
Winter Garments,Winterwear Mens,Blankets,Acc 2,Baazar Retail Limited(33B-0007) : SB00009,H WMK,MB,PENGUIN,NA,SINGLE,OLD AGE,,,,1295,670,W954201,2016-01-29 18:21:15,2016-02-01 00:00:00
Winter Garments,Winterwear Mens,Blankets,Acc 2,Baazar Retail Limited(33B-0007) : SB00009,H WMK,MB,NA,NA,DOUBLE,OLD AGE,,,,2895,1300,W955692,2016-01-29 18:21:15,
Winter Garments,Winterwear Mens,Blankets,Acc 2,Baazar Retail Limited. (JHARKHAND) : SB00161,H WMK,MB,NA,NA,MEDIUM,OLD AGE,,,,625,360,W945545,2016-01-29 18:21:15,2016-02-01 00:00:00
Winter Garments,Winterwear Mens,Blankets,Acc 2,Baazar Retail Limited. (UP) : SB00157,H WMK,MB,REVERSABLE,NA,NA,OLD AGE,,,,199,114,W945517,2016-01-29 18:21:15,2016-02-06 00:00:00
Winter Garments,Winterwear Mens,Blankets,Acc 2,Baazar Retail Limited. (JHARKHAND) : SB00161,H WMK,MB,WINTER GOLD,NA,DOUBLE,OLD AGE,,,,1695,956.99,W948262,2016-01-29 18:21:15,2016-02-01 00:00:00
Winter Garments,Winterwear Mens,Sweaters [WM],Formal,S R Trading(33S-0068) : SS00143,H WMS,MB,,NA,F/S,OLD AGE,,,,129,125,M60596,2011-01-15 17:16:00,2014-01-29 00:00:00
Winter Garments,Winterwear Mens,Woolen Accessories,Acc 1,Jiwan Dass & Grand Sons(33J-0007) : SJ00001,H CAP,JD,MENS,NA,FREE,OLD AGE,,,,99,61,M54150,2010-11-30 16:53:00,2010-11-30 00:00:00
Winter Garments,Winterwear Mens,Woolen Accessories,Acc 1,Renu Hosiery Factory(61R-0039) : SS00154,H CAP,MB,MENS,NA,FREE,OLD AGE,,,,99,50.266,M54207,2010-12-01 15:46:00,2013-01-07 00:00:00
Winter Garments,Winterwear Mens,Jackets [WM],Casual,Goyal Traders(33G-0031) : SG00051,H WMJ,OKANE,MIX,NA,F FREE,OLD AGE,,,,1795,1170,M87592,2011-08-21 11:41:00,2014-01-29 00:00:00
Winter Garments,Winterwear Boys,Baba Suits [WB],Boys,H R Narrow Fabrics(61H-0009) : SS00152,H WBS,MB,,NA,"18""",OLD AGE,,,,325,189.72,M99687,2011-11-14 11:44:00,2012-12-24 00:00:00
Winter Garments,Winterwear Mens,Pullovers [WM],T Shirts,Goyam Knitwears Pvt Ltd. (5102) : SG00045,H WMP,MB,HOOD,NA,F FREE,OLD AGE,,,,395,238.068,M95157,2011-10-10 14:03:00,2013-01-07 00:00:00
Winter Garments,Winterwear Mens,Jackets [WM],Casual,Kuldip Oswal Hosiery Mills Pvt. Ltd. (5024) : SK00029,H WMJ,BORGOFORTE,CARGO,NA,F FREE,OLD AGE,,,,1995,1664.64,M95294,2011-10-11 12:09:00,2011-10-12 00:00:00
Winter Garments,Winterwear Ladies,Pullovers [WL],Western,Converson : SC00008,H WLP,MB,,NA,NA,AGE,,,,195,270.57,M467572,2016-12-06 17:42:15,2016-12-06 00:00:00
Winter Garments,Winterwear Mens,Woolen Accessories,Acc 1,Satguru Traders. (7046) : SS00067,H CAP,MB,MENS,NA,NA,OLD AGE,,,,110,61,M95326,2011-10-11 16:23:00,2014-02-22 00:00:00
Winter Garments,Winterwear Mens,Woolen Accessories,Acc 1,Satguru Traders. (7046) : SS00067,H CAP,MB,MENS,NA,NA,OLD AGE,,,,45,27,M95330,2011-10-11 16:25:00,2014-03-05 00:00:00
Winter Garments,Winterwear Mens,Woolen Accessories,Acc 1,Satguru Traders. (7046) : SS00067,H CAP,MB,MENS,NA,NA,OLD AGE,,,,70,40.8,M95333,2011-10-11 16:29:00,2012-12-24 00:00:00
Winter Garments,Winterwear Ladies,Pullovers [WL],Western,Converson : SC00008,H WLP,MB,,NA,NA,AGE,,,,195,276.752,M467574,2016-12-06 17:44:10,2016-12-06 00:00:00
Winter Garments,Winterwear Boys,Pullovers [WB],Boys,Shree Niwas Textiles Private Limited. (0192) : SS00011,H WBP,MB,GIRLS,NA,"24-28""",OLD AGE,,,,199,125,M49963,2010-10-30 16:10:00,2013-01-03 00:00:00
Winter Garments,Winterwear Ladies,Sweaters [WL],Ethnic,Kuldip Oswal Hosiery Mills Pvt. Ltd. (5024) : SK00029,H WLS,BORGOFORTE,CARDIGAN,LT,F/S,OLD AGE,,,,1095,663,M380716,2015-08-13 15:21:18,2015-10-12 00:00:00
Winter Garments,Winterwear Ladies,Pullovers [WL],Western,Converson : SC00008,H WLP,MB,,NA,NA,AGE,,,,195,274.161,M467576,2016-12-06 17:45:56,2016-12-06 00:00:00
Winter Garments,Winterwear Ladies,Pullovers [WL],Western,Converson : SC00008,H WLP,MB,,NA,NA,AGE,,,,195,258.679,M467571,2016-12-06 17:40:15,2016-12-06 00:00:00
Winter Garments,Winterwear Mens,Jackets [WM],Casual,Indra Hosiery Mills. (5147) : SI00013,H WMJ,MB,HOOD,NA,F/S,OLD AGE,,,,1595,688.5,M380494,2015-08-12 15:16:48,2015-10-07 00:00:00
Winter Garments,Winterwear Mens,Jackets [WM],Casual,Indra Hosiery Mills. (5147) : SI00013,H WMJ,MB,HOOD,NA,F/S,OLD AGE,,,,1295,688.5,M380496,2015-08-12 15:16:58,2015-10-07 00:00:00
Winter Garments,Winterwear Mens,Jackets [WM],Casual,Indra Hosiery Mills. (5147) : SI00013,H WMJ,MB,HOOD,NA,F/S,OLD AGE,,,,1195,688.5,M380497,2015-08-12 15:17:05,2015-10-07 00:00:00
Winter Garments,Winterwear Mens,Jackets [WM],Casual,Indra Hosiery Mills. (5147) : SI00013,H WMJ,MB,HOOD,NA,F/S,OLD AGE,,,,1095,688.5,M380498,2015-08-12 15:17:13,2015-10-07 00:00:00
Winter Garments,Winterwear Boys,Sweaters [WB],Boys,Kamal Knitting Works (Regd.)xxxx (5107) : SK00075,H WBS,KKW,,NA,"36""",OLD AGE,,,,450,262.191,M99283,2011-11-11 16:12:00,2012-12-24 00:00:00
Winter Garments,Winterwear Ladies,Jackets [WL],Western,Shree Niwas Textiles Private Limited. (0192) : SS00011,H WLJ,SPEED,WIND CHEATER,NA,NA,OLD AGE,,,,295,208,M97123,2011-10-28 14:12:00,2013-05-11 00:00:00
Winter Garments,Winterwear Boys,Jackets [WB],Boys,Shree Niwas Textiles Private Limited. (0192) : SS00011,H WBJ,KARAN,,NA,NA,OLD AGE,,,,295,189,M97213,2011-10-29 10:58:00,2013-12-23 00:00:00
Winter Garments,Winterwear Boys,Baba Suits [WB],Boys,Adishwar Knitwears(61A-0057) : SA00105,H WBS,MB,,NA,"20-24""",OLD AGE,,,,295,184.648,M99475,2011-11-12 13:04:00,2012-12-24 00:00:00
Winter Garments,Winterwear Mens,Sweaters [WM],Formal,Jai Ganesh Knitwears. (5100) : SJ00053,H WMS,MB,NA,NA,F/S,OLD AGE,,,,825,510,M99530,2011-11-12 16:34:00,2013-01-07 00:00:00
Winter Garments,Winterwear Mens,Sweaters [WM],Formal,Atam Woollen Mills Pvt Ltd (5169) : SA00104,H WMS,MB,NA,NA,F/S,OLD AGE,,,,825,504.9,M99555,2011-11-12 17:39:00,2013-12-30 00:00:00
